Category,Market,Brand,Product ,Ingredient List 
SPF,KR,B Lab,Matcha SPF ,"Water, Dibutyl Adipate, Methylpropanediol, Alcohol Denat, Terephthalylidene Dicamphor Sulfonic Acid, 1,2-Hexanediol, Ethylhexyl Triazone, Glycerin, Niacinamide, Polysilicone-15, Tromethamine, Polyglyceryl-3 Distearate, Caprylyl Methicone, Cetearyl Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dipropylene Glycol, Polymethylsilsesquioxane, Palmitic Acid, Stearic Acid, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Glyceryl Stearate, Potassium Cetyl Phosphate, Polyether-1, Carbomer, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Glyceryl Stearate Citrate, Caprylic/​Capric Triglyceride, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Camellia Sinensis Leaf Water (940 Ppm), Ethylhexylglycerin, Adenosine, Butylene Glycol, Menthyl Lactate, Ethyl Menthane Carboxamide, Methyl Diisopropyl Propionamide, Mesembryanthemum Crystallinum Extract, Pentylene Glycol, Caprylyl Glycol
"
SPF,KR,Mary & May,Cica Soothing SPF 50,"Water, Zinc Oxide, Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Propylheptyl Caprylate, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Isododecane, Caprylyl Methicone, Methyl Methacrylate Crosspolymer, Methyl Trimethicone, Disteardimonium Hectorite, Magnesium Sulfate, Triethoxycaprylylsilane, 1,2-Hexanediol, Polyglyceryl-2 Dipolyhydroxystearate, Polymethylsilsesquioxane, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Fragrance, Glyceryl Caprylate, Caprylyl Glycol, Ethylhexylglycerin, Sodium Hyaluronate, Tocopherol, Butylene Glycol, Centella Asiatica Extract, Centella Asiatica Root Extract, Saccharomyces Ferment, Centella Asiatica Leaf Extract, Propolis Extract, Asiaticoside, Madecassoside, Madecassic Acid, Asiatic Acid"
SPF,KR,COSRX,Aloe SPF 50,"Water, Ethylhexyl Methoxycinnamate, Glycerin, Propylene Glycol, Cyclopentasiloxane, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Phenylbenzimidazole Sulfonic Acid, Dicaprylyl Carbonate, Isoamyl P-Methoxycinnamate, Potassium Cetyl Phosphate, Alcohol, Dimethicone, Glyceryl Stearate, Butylene Glycol, Titanium Dioxide, C14-22 Alcohols, Polymethyl Methacrylate, Cetearyl Alcohol, Aloe Arborescens Leaf Extract, Dipotassium Glycyrrhizate, Tocopheryl Acetate, Peg-100 Stearate, Silica, C12-20 Alkyl Glucoside, Dimethicone/​Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Stearic Acid, Caprylyl Glycol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Xanthan Gum, Triethanolamine, Sodium Hydroxide, Fragrance, Phenoxyethanol, Disodium Edta"
SPF,KR,Beauty of Joseon,Rice Probiotics SPF 50 ,"Oryza Sativa (Rice) Bran Water, Glycerin, Methyl Methacrylate Crosspolymer, C12-15 Alkyl Benzoate, 1,2-Hexanediol, Behenyl Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Niacinamide, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Potassium Cetyl Phosphate, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Polyisobutene, Silica, Caprylyl/​Capryl Glucoside, Sorbitan Oleate, Adenosine, Butylene Glycol, Disodium EDTA, Bifida Ferment Filtrate, Lactobacillus Ferment, Lactococcus Ferment Lysate, Streptococcus Thermophilus Ferment
"
SPF,KR,Rovectin ,Rovectin SPF,"Water, Cyclohexasiloxane, Zinc Oxide, Titanium Dioxide (Ci 77891), Propanediol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Dibutyl Adipate, Niacinamide, Caprylyl Methicone, 1,2-Hexanediol, Disteardimonium Hectorite, Sorbitan Sesquioleate, Magnesium Sulfate, Hydrogen Dimethicone, Trehalose, Aluminum Hydroxide, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Stearic Acid, Prunus Amygdalus Amara (Bitter Almond) Kernel Oil, Camellia Sinensis Leaf Extract, Ethylhexylglycerin, Pyrus Malus (Apple) Leaf Extract, Octyldodecanol, Adenosine, Vanilla Planifolia Fruit Extract, Jasminum Officinale (Jasmine) Flower Extract, Echium Plantagineum Seed Oil, Salvia Hispanica Seed Extract, Centella Asiatica Extract, Houttuynia Cordata Extract, Fructooligosaccharides, Saccharide Hydrolysate, Pullulan, Cardiospermum Halicacabum Flower/​Leaf/​Vine Extract, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Biosaccharide Gum-4, Polyglyceryl-2 Dipolyhydroxystearate, Undecane, Tridecane, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil
"
SPF,KR,Coxir,Ceramides UV block SPF 50,"Water, Micro Particle Titanium Dioxide, Aluminum Hydroxide, Stearic Acid, Cyclomethicone, PEG-10 Dimethicone, Isohexadecane, Micro Particle Zinc Oxide, Methicone, Ethylhexyl Methoxycinnamate, Isoamyl p-Methoxycinnamate, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Glycerin, Cetyl PEG/​PPG-10/​1 Dimethicone, Disteardimonium Hectorite, Isononyl Isononanoate, Beeswax, Ozokerite, Sodium Hyaluronate, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Extract, Collagen Extract, Myrciaria Dubia Fruit Extract, Malpighia Emarginata (Acerola) Fruit Extract, Magnesium Sulfate, Hydrogenated Lecithin, Linoleic Acid, Ceramide NP, Tea-Cocoyl Glutamate, Caprylic/​Capric Triglyceride, Camellia Japonica Seed Oil, Phenoxyethanol, Ethylhexylglycerin, Parfum
"
SPF,KR,Benton,Air fit SPF ,"Aqua (Water), Dibutyl Adipate, Propanediol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Ethylhexyl Triazone, Niacinamide, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Coco-Caprylate/​Caprate, Caprylyl Methicone, Diethylhexyl Butamido Triazone, Glycerin, 1,2-Hexanediol, Butylene Glycol, Pentylene Glycol, Centella Asiatica Extract, Behenyl Alcohol, Poly C10-30 Alkyl Acrylate, Polyglyceryl-3 Methylglucose Distearate, Decyl Glucoside, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Panthenol, Tocopherol, Dipotassium Glycyrrhizate, Madecassoside, Madecassic Acid, Asiaticoside, Asiatic Acid, Tromethamine, Carbomer, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Ethylhexylglycerin, Adenosine, Rosmarinus Officinalis (Rosemary) Leaf Oil, Xanthan Gum, T-Butyl Alcohol
"
SPF,KR,ISNTREE,Water Gel SPF 50,"Water, Butylene Glycol, Ethylhexyl Salicylate, Homosalate, Dibutyl Adipate, Niacinamide, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Cyclopentasiloxane, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol, Polysilicone-15, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Pinus Pinaster Bark Extract, Ceramide NP, Centella Asiatica Extract, Glycerin, Portulaca Oleracea Extract, Houttuynia Cordata Extract, Olea Europaea (Olive) Fruit Oil, Ficus Carica (Fig) Fruit Extract, Sodium Hyaluronate, Ceteth-10, Hydrogenated Lecithin, Decyl Glucoside, Propanediol, Tocopherol, Astaxanthin, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Ascorbyl Propyl Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, C10-30 Alkyl Acrylate Crosspolymer, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Adenosine, Dimethicone, Tromethamine, Carbomer, Propylene Glycol, Ethylhexylglycerin
"
SPF,KR,DR G ,Mild Green SPF,"Water, Zinc Oxide, Cyclohexasiloxane, Butyloctyl Salicylate, Propanediol, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Coco-Caprylate/​Caprate, Caprylyl Methicone, Acrylates Copolymer, Polyglyceryl-4 Isostearate, Diphenylsiloxy Phenyl Trimethicone, Magnesium Sulfate, Disteardimonium Hectorite, Polyglyceryl-3 Polyricinoleate, Triethoxycaprylylsilane, Sorbitan Isostearate, C30-45 Alkyl Cetearyl Dimethicone Crosspolymer, Sorbitan Olivate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Tocopherol, Euphorbia Cerifera (Candelilla) Wax, Polyhydroxystearic Acid, Glyceryl Caprylate, Caprylic/​Capric Triglyceride, Caprylyl Glycol, Polyglyceryl-6 Polyricinoleate, Polyglyceryl-6 Polyhydroxystearate, Dipotassium Glycyrrhizate, Stearoyl Inulin, Polyglycerin-6, 1,2-Hexanediol, Disodium EDTA, Butylene Glycol, Ethylhexylglycerin, Caesalpinia Spinosa Fruit Extract, Pinus Pinaster Bark Extract, Kappaphycus Alvarezii Extract, Centella Asiatica Extract, Buddleja Officinalis Flower Extract, Houttuynia Cordata Extract
"
SPF,KR,Misha,Aqua GEL spf50 PA ++++,"Water, Homosalate, Alcohol Denat, Ethylhexyl Salicylate, Dipropylene Glycol, Butyl Methoxydibenzoylmethane, Silica, Methyl Methacrylate Crosspolymer, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Isoamyl p-Methoxycinnamate, Octocrylene, Bis-PEG/​PPG-20/​5 PEG/​PPG-20/​5 Dimethicone, Methoxy PEG/​PPG-25/​4 Dimethicone, Dimethicone, Caprylyl Glycol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Caprylic/​Capric Triglyceride, Fragrance, Ethylhexylglycerin, Sodium Hydroxide, 1,2-Hexanediol, BHT, Disodium EDTA, Limonia Acidissima Extract, Butylene Glycol, VP/​Hexadecene Copolymer, Cyclopentasiloxane, Acrylates/​Dimethicone Copolymer, Chrysanthemum Indicum Flower Extract, Camellia Sinensis Leaf Extract, Phenoxyethanol, Morus Alba Fruit Extract, Cinnamomum Cassia Bark Extract, Artemisia Princeps Leaf Extract, Diospyros Kaki Leaf Extract, Pueraria Lobata Root Extract, Thymus Vulgaris (Thyme) Leaf Water, Centaurea Cyanus Flower Water, Helichrysum Italicum Flower Water, Limonene, Hexyl Cinnamal, Linalool, Benzyl Salicylate, Geraniol, Benzyl Benzoate, Citronellol
"
SPF,KR,Higgee,Vegan SPF 50,"Water, Alcohol, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Butyloctyl Salicylate, Dibutyl Adipate, Ethylhexyl Triazone, Hexyl Laurate, Niacinamide, Polymethylsilsesquioxane, Caprylyl Methicone, Sodium Acrylates Crosspolymer-2, Chlorella Vulgaris Extract, Beta Vulgaris (Beet) Root Extract, Isoamyl p-Methoxycinnamate, Polysilicone-15, 1,2-Hexanediol, Pentylene Glycol, Butylene Glycol, Glucose, Sodium Polyacryloyldimethyl Taurate, Hydroxyacetophenone, Polyacrylate Crosspolymer-6, Fructooligosaccharides, Fructose, Ethylhexyl Olivate, Sodium Acrylates Copolymer, Polyglyceryl-4 Oleate, Adenosine, Ethylhexylglycerin, Disodium EDTA
"
SPF,KR,Purito,Daily Go SPF ,"Water, Butyloctyl Salicylate, Dibutyl Adipate, Propanediol, Butylene Glycol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Dicaprylyl Carbonate, Titanium Dioxide, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Hydrogenated Poly(C6-14 Olefin), 1,2-Hexanediol, Centella Asiatica Extract, Polyglyceryl-2 Stearate, Aluminum Hydroxide, Glyceryl Stearate, Stearyl Alcohol, Sodium Polyacrylate, Stearic Acid, Polyhydroxystearic Acid, Behenyl Alcohol, Polymethylsilsesquioxane, Ethylhexyl Stearate, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Caprylyl Glycol, Trideceth-6, Ethylhexylglycerin, Xanthan Gum, Madecassoside, Asiaticoside, Asiatic Acid, Madecassic Acid
"
SPF,US,Neutrogena,Clear Face SPF 30,"Avobenzone (2.5%), Homosalate (8%), Octisalate (5%), Octocrylene (8%), Water, Silica, Cetyl Dimethicone, Styrene/​Acrylates Copolymer, C12-15 Alkyl Benzoate, Ethylhexylglycerin, Steareth-100, Aluminum Starch Octenylsuccinate, Phenoxyethanol, Caprylyl Glycol, Sodium Polyacrylate, Dimethicone, Polyester-7, Chlorphenesin, Steareth-2, Ethylhexyl Stearate, Disodium EDTA, Propylene Glycol, Neopentyl Glycol Diheptanoate, Bisabolol, Acrylates/​Dimethicone Copolymer, Butylene Glycol, BHT, Mannan, Xanthan Gum, Capryloyl Glycine, Trideceth-6, Sarcosine, Cedrus Atlantica Bark Extract, Cinnamomum Zeylanicum Bark Extract, Portulaca Oleracea Extract
"
SPF,US,Aveeno,Daily Calming SPF 19,"Avobenzone(3%), Octinoxate(7.5%), Octisalate(2%), Water, C12-15 Alkyl Benzoate, Cetearyl Alcohol, Dimethicone, Cyclopentasiloxane, Glycerin, Arachidyl Alcohol, Phenyl Trimethicone, Phenoxyethanol, Cyclohexasiloxane, Cetearyl Glucoside, Benzyl Alcohol, Panthenol, Ethylene/​Acrylic Acid Copolymer, Behenyl Alcohol, Steareth-2, Sodium Cocoyl Amino Acids, Polyacrylamide, Fragrance, Steareth-21, Arachidyl Glucoside, Disodium EDTA, Methylparaben, C13-14 Isoparaffin, Chrysanthemum Parthenium (Feverfew) Flower/​Leaf/​Stem Juice, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sarcosine, Laureth-7, Potassium Aspartate, Magnesium Aspartate"
SPF,US,Cerave,Lotion SPF 25,"Aqua/​Water, Homosalate, Glycerin, Octocrylene, Ethylhexyl Salicylate, Niacinamide, Aluminum Starch Octenylsuccinate, Butyl Methoxydibenzoylmethane, Cetearyl Alcohol, PEG-100 Stearate, Glyceryl Stearate, Dimethicone, Stearic Acid, Ceramide NP, Ceramide AP, Ceramide EOP, Carbomer, Behentrimonium Methosulfate, Sodium Lauroyl Lactylate, Myristic Acid, Sodium Hyaluronate, Cholesterol, Palmitic Acid, Phenoxyethanol, Ammonium Polyacryloyldimethyl Taurate, Disodium EDTA, Tocopherol, Caprylyl Glycol, Xanthan Gum, Phytosphingosine, Ethylhexylglycerin
"
SPF,US,Australian Gold,Tinted SPF 50 Medium to Tan ,"Titanium Dioxide (4%), Zinc Oxide (4%), Alumina, Butyrospermum Parkii (Shea) Butter, Caprylyl Glycol, Cetyl PEG/​PPG-10/​1 Dimethicone, Cyclopentasiloxane, Dimethicone Crosspolymer, Disodium EDTA, Disteardimonium Hectorite, Eucalyptus Globulus Leaf Extract, Glycerin, Hexyl Laurate, Iron Oxides, Panthenol, PEG-10 Dimethicone, Phenoxyethanol, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Porphyra Umbilicalis (Red Algae) Extract, Silica, Squalane, Stearic Acid, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Tocopheryl Acetate*, Triethoxycaprylylsilane, Water, *Vitamin E
"
SPF,US,Elta MD,Clear  SPF 46,"Zinc Oxide (9.0%), Octinoxate (7.5%), Purified Water, Cyclopentasiloxane, Niacinamide, Octyldodecyl Neopentanoate, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Polyisobutene, Peg-7 Trimethylolpropane Coconut Ether, Sodium Hyaluronate, Tocopheryl Acetate, Lactic Acid, Oleth-3 Phosphate, Phenoxyethanol, Butylene Glycol, Iodopropynyl Butylcarbamate, Triethoxycaprylylsilane
"
